"180","AS FOR ONE DAY","EPCE-5208","2003-04-23","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5208/","0"
"181","母と娘のデュエットソング","HKCN-50010","2003-05-01","シングル","おけいさんと安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50010/","0"
"182","チャンス of LOVE","EPCE-5212","2003-05-08","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5212/","0"
"183","ミニモニ。数え歌〜お風呂ば〜じょん〜/ミニモニ。数え歌〜デートば〜じょん〜","EPCE-5214","2003-05-14","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5214/","0"
"184","GET ALONG WITH YOU","EPCE-5211","2003-05-21","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5211/","0"
"185","FS4 FOLK SONGS 4","PKCP-5021","2003-05-21","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5021/","0"
"186","GOOD BYE 夏男","EPCE-5216","2003-06-04","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5216/","0"
"187","スクランブル","PKCP-5022","2003-06-18","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5022/","0"
"188","モーニング娘。主演ミュージカル 江戸っ娘。忠臣蔵 オリジナルキャスト盤","HKCN-50011","2003-07-02","サウンドトラック","V.A.","http://www.up-front-works.jp/release/detail/HKCN-50011/","0"
"189","壊れない愛がほしいの/GET UP!ラッパー/BE ALL RIGHT! ","EPCE-5221","2003-07-09","シングル","7AIR/SALT5/11WATER","http://www.up-front-works.jp/release/detail/EPCE-5221/","0"
"190","東京きりぎりす","EPCE-5227","2003-07-16","シングル","前田有紀","http://www.up-front-works.jp/release/detail/EPCE-5227/","0"
"191","浮気なハニーパイ","EPCE-5219","2003-07-24","シングル","カントリー娘。に紺野と藤本（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5219/","0"
"192","シャボン玉","EPCE-5224","2003-07-30","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5224/","0"
"193","行くZYX! FLY HIGH","PKCP-5025","2003-08-06","シングル","ZYX","http://www.up-front-works.jp/release/detail/PKCP-5025/","0"
"194","22歳の私","HKCN-50012","2003-08-13","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50012/","0"
"195","SEXY NIGHT 〜忘れられない彼〜","EPCE-5230","2003-08-20","シングル","ROMANS","http://www.up-front-works.jp/release/detail/EPCE-5230/","0"
"196","抱いてよ!PLEASE GO ON","PKCP-5026","2003-08-27","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5026/","0"
"197","MI DA RA 摩天楼","EPCE-5234","2003-09-10","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5234/","0"
"198","晴れ 雨 のち スキ ♡","EPCE-5232","2003-09-18","シングル","モーニング娘。さくら組","http://www.up-front-works.jp/release/detail/EPCE-5232/","0"
"199","愛の園〜Touch My Heart!〜","EPCE-5233","2003-09-18","シングル","モーニング娘。おとめ組","http://www.up-front-works.jp/release/detail/EPCE-5233/","0"
"200","THE LAST NIGHT","EPCE-5239","2003-09-26","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5239/","0"
"201","CRAZY ABOUT YOU","EPCE-5236","2003-10-16","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5236/","0"
"202","パラディノメ〜恋に身をゆだねて〜","EPCE-2019","2003-10-22","オリジナルアルバム","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2019/","0"
"203","FIRST KISS","PKCP-5030","2003-10-29","シングル","あぁ!","http://www.up-front-works.jp/release/detail/PKCP-5030/","0"
"204","Go Girl 〜恋のヴィクトリー〜","EPCE-5237","2003-11-06","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5237/","0"
"205","先輩〜LOVE AGAIN〜","EPCE-5243","2003-11-12","シングル","カントリー娘。に紺野と藤本（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5243/","0"
"206","ミラクルルン グランプリン!/ピ〜ヒャラ小唄","EPBE-5102","2003-11-19","シングル","ミニハムず/プリンちゃん","http://www.up-front-works.jp/release/detail/EPBE-5102/","0"
"207","原色GAL 派手に行くべ!","PKCP-5031","2003-11-27","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5031/","0"
"208","かわいい彼 ","EPCE-5250","2003-12-03","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5250/","0"
"209","白いTOKYO","PKCP-5033","2003-12-10","シングル","ZYX","http://www.up-front-works.jp/release/detail/PKCP-5033/","0"
"210","プッチベスト4","EPCE-5258","2003-12-17","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5258/","0"
"211","さらさらの川","EPCE-5252","2004-01-01","シングル","前田有紀","http://www.up-front-works.jp/release/detail/EPCE-5252/","0"
"212","×3","EPCE-5259","2004-01-01","オリジナルアルバム","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5259/","0"
"213","愛あらばIT'S ALL RIGHT","EPCE-5260","2004-01-21","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5260/","0"
"214","奇跡の香りダンス。","EPCE-5262","2004-01-28","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5262/","0"
"215","②ペイント イット ゴールド","PKCP-5034","2004-01-28","オリジナルアルバム","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5034/","0"
"216","エーゲ海に抱かれて","EPCE-2021","2004-02-04","シングル","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2021/","0"
"217","一人ぼっち","HKCN-50016","2004-02-04","オリジナルアルバム","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50016/","0"
"218","元気のない日の子守唄/長良川の晴れ","EPCE-5264","2004-02-11","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5264/","0"
"219","ミニモニ。ソングズ②","EPCE-5265","2004-02-11","オリジナルアルバム","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5265/","0"
"220","さくら満開","EPCE-5267","2004-02-25","シングル","モーニング娘。さくら組","http://www.up-front-works.jp/release/detail/EPCE-5267/","0"
"221","友情〜心のブスにはならねぇ!〜","EPCE-5268","2004-02-25","シングル","モーニング娘。おとめ組","http://www.up-front-works.jp/release/detail/EPCE-5268/","0"
"222","FS5 卒業","PKCP-5035","2004-02-25","カバーアルバム","V.A.","http://www.up-front-works.jp/release/detail/PKCP-5035/","0"
"223","あなたなしでは生きてゆけない","PKCP-5036","2004-03-03","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5036/","0"
"224","風信子（ヒヤシンス）","EPCE-5278","2004-03-10","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5278/","0"
"225","サヨナラのLOVE SONG","PKCP-5038","2004-03-17","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5038/","0"
"226","ベスト! モーニング娘。2","EPCE-5277","2004-03-31","ベストアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5277/","0"
"227","ラッキーチャチャチャ!","EPCE-5280","2004-04-21","シングル","ミニモニ。","http://www.up-front-works.jp/release/detail/EPCE-5280/","0"
"228","ファイティングポーズはダテじゃない!","PKCP-5037","2004-04-28","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5037/","0"
"229","浪漫 〜MY DEAR BOY〜","EPCE-5286","2004-05-12","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5286/","0"
"230","恋のバカンス","EPCE-5288","2004-05-19","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5288/","0"
"231","DO MY BEST","EPCE-5270","2004-05-26","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5270/","0"
"232","ピリリと行こう!","PKCP-5040","2004-05-26","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5040/","0"
"233","デュオU&U","EPCE-5289","2004-06-02","オリジナルアルバム","W","http://www.up-front-works.jp/release/detail/EPCE-5289/","0"
"234","だって生きてかなくちゃ","HKCN-50017","2004-06-02","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50017/","0"
"235","涙の太陽","EPCE-5282","2004-06-09","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5282/","0"
"236","横浜蜃気楼","PKCP-5041","2004-07-07","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5041/","0"
"237","1st 超ベリーズ","PKCP-5043","2004-07-07","オリジナルアルバム","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5043/","0"
"238","女子かしまし物語","EPCE-5303","2004-07-22","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5303/","0"
"239","第二章〜強がり〜","EPCE-5305","2004-07-22","オリジナルアルバム","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5305/","0"
"240","ドアの向こうでBellが鳴ってた","EPCE-2025","2004-07-28","シングル","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2025/","0"
"241","YOUR SONG 〜青春宣誓〜 ","EPCE-5292","2004-07-28","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5292/","0"
"242","シャイニング 愛しき貴方","EPCE-5306","2004-08-04","シングル","カントリー娘。に紺野と藤本（モーニング娘。）","http://www.up-front-works.jp/release/detail/EPCE-5306/","0"
"243","恋のテレフォンGOAL","HKCN-50019","2004-08-11","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50019/","0"
"244","あぁ いいな!","EPCE-5308","2004-08-18","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5308/","0"
"245","ハピネス〜幸福歓迎!","PKCP-5044","2004-08-25","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5044/","0"
"246","恋のヌケガラ","PKCP-5048","2004-09-23","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5048/","0"
"247","西新宿で逢ったひと","PKCP-2002","2004-09-29","シングル","前田有紀","http://www.up-front-works.jp/release/detail/PKCP-2002/","0"
"248","恋愛戦隊シツレンジャー","EPCE-5337","2004-10-06","シングル","後浦なつみ","http://www.up-front-works.jp/release/detail/EPCE-5337/","0"
"249","ロボキッス","EPCE-5312","2004-10-14","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5312/","0"
"250","渡良瀬橋","EPCE-5332","2004-10-20","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5332/","0"
"251","シャンパンの恋","EPCE-5334","2004-10-27","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5334/","0"
"252","涙が止まらない放課後","EPCE-5335","2004-11-03","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5335/","0"
"253","恋の呪縛","PKCP-5045","2004-11-10","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5045/","0"
"254","さよなら「友達にはなりたくないの」","PKCP-5046","2004-11-17","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5046/","0"
"255","天才! LET'S GO あややム","EPCE-5331","2004-11-26","シングル","あややム with エコハムず","https://www.tsunku.net/producework.php?Music_ArtistID=24&@DB_ID@=291","0"
"256","THE 二枚目","EPCE-5342","2004-12-01","オリジナルアルバム","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5342/","0"
"257","ALL FOR ONE & ONE FOR ALL","EPCE-5343","2004-12-01","ミニアルバム","H.P.オールスターズ","http://www.up-front-works.jp/release/detail/EPCE-5343/","0"
"258","愛の第6感","EPCE-5341","2004-12-08","オリジナルアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5341/","0"
"259","モーニング娘。EARLY SINGLE BOX","EPCE-5321","2004-12-15","ベストアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5321/","0"
"260","プッチベスト5","EPCE-5340","2004-12-22","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5340/","0"
"261","アヴニール〜未来〜","EPCE-2030","2004-12-29","オリジナルアルバム","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2030/","0"
"262","THE マンパワー!!!","EPCE-5348","2005-01-19","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5348/","0"
"263","恋のフーガ","EPCE-5350","2005-02-09","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5350/","0"
"264","肉体は正直なEROS","EPCE-5351","2005-02-09","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5351/","0"
"265","ずっと好きでいいですか","EPCE-5353","2005-02-23","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5353/","0"
"266","3rdステーション","PKCP-5049","2005-02-23","オリジナルアルバム","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5049/","0"
"267","2nd W","EPCE-5355","2005-03-02","オリジナルアルバム","W","http://www.up-front-works.jp/release/detail/EPCE-5355/","0"
"268","カッチョイイゼ!JAPAN","PKCP-5050","2005-03-02","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5050/","0"
"269","松浦亜弥ベスト1","EPCE-5362","2005-03-24","ベストアルバム","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5362/","0"
"270","スッペシャル ジェネレ〜ション","PKCP-5051","2005-03-30","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5051/","0"
"271","夢ならば","HKCN-50025","2005-04-20","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50025/","0"
"272","大阪 恋の歌","EPCE-5364","2005-04-27","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5364/","0"
"273","愛の意味を教えて","EPCE-5368","2005-05-18","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5368/","0"
"274","紫陽花アイ愛物語","PKCP-5052","2005-05-25","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5052/","0"
"275","なんちゅう恋をやってるぅ YOU KNOW?","PKCP-5053","2005-06-08","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5053/","0"
"276","オンナ、哀しい、オトナ/印象派 ルノアールのように/人知れず 胸を奏でる 夜の秋","EPCE-5369","2005-06-22","シングル","セクシーオトナジャン/エレジーズ/プリプリピンク","http://www.up-front-works.jp/release/detail/EPCE-5369/","0"
"277","スッピンと涙。","PKCP-5054","2005-07-06","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5054/","0"
"278","色っぽい じれったい","EPCE-5371","2005-07-27","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5371/","0"
"279","21時までのシンデレラ","PKCP-5056","2005-08-03","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5056/","0"
"280","ひとりじめ","PKCP-5055","2005-08-10","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5055/","0"
"281","恋の花","HKCN-50028","2005-08-31","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50028/","0"
"282","Missラブ探偵","EPCE-5373","2005-09-07","シングル","W","http://www.up-front-works.jp/release/detail/EPCE-5373/","0"
"283","気がつけば あなた","EPCE-5376","2005-09-21","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5376/","0"
"284","クレナイの季節","PKCP-5057","2005-10-05","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5057/","0"
"285","好きすぎて バカみたい","EPCE-5381","2005-10-19","シングル","DEF.DIVA","http://www.up-front-works.jp/release/detail/EPCE-5381/","0"
"286","スイートルームナンバー1","PKCP-5059","2005-10-26","オリジナルアルバム","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5059/","0"
"287","直感2 〜逃した魚は大きいぞ!〜","EPCE-5379","2005-11-09","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5379/","0"
"288","第②成長記","PKCP-5061","2005-11-16","オリジナルアルバム","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5061/","0"
"289","ギャグ100回分愛してください","PKCP-5058","2005-11-23","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5058/","0"
"290","たからもの","HKCN-50030","2005-11-30","シングル","千","http://www.up-front-works.jp/release/detail/HKCN-50030/","0"
"291","スッペシャル!ベストミニ 〜2.5枚目の彼〜","PKCP-5062","2005-12-07","ミニアルバム","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5062/","0"
"292","後藤真希プレミアムベスト①","PKCP-5063","2005-12-14","ベストアルバム","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5063/","0"
"293","プラン・ダムール〜愛がいっぱい〜","EPCE-2031","2005-12-21","オリジナルアルバム","飯田圭織","http://www.up-front-works.jp/release/detail/EPCE-2031/","0"
"294","プッチベスト6","EPCE-5383","2005-12-21","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5383/","0"
"295","今にきっと…In My LIFE","PKCP-5060","2006-01-25","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5060/","0"
"296","砂を噛むように…NAMIDA","EPCE-5385","2006-02-01","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5385/","0"
"297","レインボー7","EPCE-5387","2006-02-15","オリジナルアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5387/","0"
"298","SEXY BOY 〜そよ風に寄り添って〜","EPCE-5390","2006-03-15","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5390/","0"
"299","LET'S GO 楽天イーグルス","TGCS-3219","2006-03-23","インディーズシングル","DEF.DIVAと楽天イーグルス応援隊",NULL,"0"
"300","2nd 〜染みわたる想い〜","HKCN-50034","2006-03-29","オリジナルアルバム","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50034/","0"
"301","ジリリ キテル","PKCP-5065","2006-03-29","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5065/","0"
"302","スイートホリック","HKCN-50032","2006-04-12","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50032/","0"
"303","まっさらブルージーンズ","TGCS-3334","2006-05-06","インディーズシングル","℃-ute","http://www.up-front-works.jp/release/detail/TGCS-3334/","0"
"304","一切合切 あなたに∮あ・げ・る♪","PKCP-5064","2006-05-10","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5064/","0"
"305","即 抱きしめて","TGCS-3393","2006-06-03","インディーズシングル","℃-ute","http://www.up-front-works.jp/release/detail/TGCS-3393/","0"
"306","ガラスのパンプス","PKCP-5066","2006-06-07","シングル","後藤真希","https://musicbrainz.org/release-group/4dd4292d-132d-377b-a250-a438951da980","0"
"307","お願い魅惑のターゲット/Crazy Happy!","UPFC-001","2006-06-10","インディーズシングル","メロン記念日","https://musicbrainz.org/release/eb652462-e7a8-4445-acd7-3c387fab6e2a","0"
"308","Ambitious! 野心的でいいじゃん","EPCE-5406","2006-06-21","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5406/","0"
"309","ザ・ストレス","HKCN-50035","2006-06-28","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50035/","0"
"310","③夏夏ミニベリーズ","PKCP-5067","2006-07-05","ミニアルバム","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5067/","0"
"311","大きな愛でもてなして","TGCS-3394","2006-07-09","インディーズシングル","℃-ute","http://www.up-front-works.jp/release/detail/TGCS-3394/","0"
"312","恋☆カナ","EPCE-5413","2006-07-12","シングル","月島きらり starring 久住小春(モーニング娘。)","http://www.up-front-works.jp/release/detail/EPCE-5413/","0"
"313","「リボンの騎士 ザ・ミュージカル」ソング・セレクション","EPCE-5415","2006-07-26","サウンドトラック","モーニング娘。他","http://www.helloproject.com/release/detail/EPCE-5415/","0"
"314","お前の涙を俺にくれ","PKCP-2023","2006-07-26","シングル","前田有紀","http://www.up-front-works.jp/release/detail/PKCP-2023/","0"
"315","わっきゃない(Z)","TGCS-3512","2006-07-29","インディーズシングル","℃-ute","http://www.up-front-works.jp/release/detail/TGCS-3512/","0"
"316","笑っちゃおうよ BOYFRIEND","PKCP-5069","2006-08-02","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5069/","0"
"317","カントリー娘。大全集②","EPCE-5421","2006-08-23","オリジナルアルバム","カントリー娘。","http://www.up-front-works.jp/release/detail/EPCE-5421/","0"
"318","Thanks!","HKCN-50037","2006-09-13","シングル","GAM","http://www.up-front-works.jp/release/detail/HKCN-50037/","0"
"319","うらら","EPCE-5423","2006-09-27","シングル","中澤裕子","http://www.up-front-works.jp/release/detail/EPCE-5423/","0"
"320","甘すぎた果実","HKCN-50038","2006-10-04","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50038/","0"
"321","SOME BOYS! TOUCH","PKCP-5070","2006-10-11","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5070/","0"
"322","メロディーズ","HKCN-50040","2006-10-18","シングル","GAM","http://www.up-front-works.jp/release/detail/HKCN-50040/","0"
"323","ヤングDAYS!!","GFCG-11101","2006-10-22","インディーズシングル","THE ポッシボー（ハロプロエッグ）","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=351#01","0"
"324","バラライカ","EPCE-5427","2006-10-25","シングル","月島きらり starring 久住小春(モーニング娘。)","http://www.up-front-works.jp/release/detail/EPCE-5427/","0"
"325","キューティークイーン VOL.1","EPCE-5430","2006-10-25","オリジナルアルバム","℃-ute","http://www.up-front-works.jp/release/detail/EPCE-5430/","0"
"326","歩いてる","EPCE-5433","2006-11-08","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5433/","0"
"327","愛すクリ〜ムとMyプリン","PKCP-5073","2006-11-22","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5073/","0"
"328","Naked Songs","EPCE-5440","2006-11-29","オリジナルアルバム","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5440/","0"
"329","胸さわぎスカーレット","PKCP-5074","2006-12-06","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5074/","0"
"330","初恋のカケラ","GFCG-11102","2006-12-10","インディーズシングル","THE ポッシボー","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=358#01","0"
"331","7.5冬冬モーニング娘。ミニ!","EPCE-5443","2006-12-13","ミニアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5443/","0"
"332","プッチベスト7","EPCE-5447","2006-12-20","ベストアルバム","ハロー!プロジェクト","http://www.up-front-works.jp/release/detail/EPCE-5447/","0"
"333","僕らが生きるMY ASIA","EPCE-5448","2007-01-24","シングル","モーニング娘。誕生10年記念隊","http://www.up-front-works.jp/release/detail/EPCE-5448/","0"
"334","笑顔YESヌード","EPCE-5450","2007-02-14","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5450/","0"
"335","主食 = GOHANの唄","GFCG-11103","2007-02-18","インディーズシングル","THE ポッシボー","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=364#01","0"
"336","桜チラリ","EPCE-5454","2007-02-21","シングル","℃-ute","http://www.up-front-works.jp/release/detail/EPCE-5454/","0"
"337","☆☆☆","EPCE-5456","2007-02-28","オリジナルアルバム","月島きらり starring 久住小春(モーニング娘。)","http://www.up-front-works.jp/release/detail/EPCE-5456/","0"
"338","VERY BEAUTY","PKCP-5078","2007-03-07","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5078/","0"
"339","25 〜ヴァンサンク〜","HKCN-50043","2007-03-14","ミニアルバム","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50043/","0"
"340","SEXY 8 BEAT","EPCE-5458","2007-03-21","オリジナルアルバム","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5458/","0"
"341","LU LU LU","HKCN-50046","2007-03-21","シングル","GAM","http://www.up-front-works.jp/release/detail/HKCN-50046/","0"
"342","ダイスキ楽天イーグルス","TGCS-4120","2007-03-24","インディーズシングル","GAM",NULL,"0"
"343","アンフォゲッタブル","EPCE-5461","2007-03-28","シングル","メロン記念日","http://www.up-front-works.jp/release/detail/EPCE-5461/","0"
"344","シークレット","PKCP-5082","2007-04-11","シングル","後藤真希","http://www.up-front-works.jp/release/detail/PKCP-5082/","0"
"345","②mini〜生きるという力〜","EPCE-5462","2007-04-18","オリジナルアルバム","℃-ute","http://www.up-front-works.jp/release/detail/EPCE-5462/","0"
"346","悲しみトワイライト","EPCE-5465","2007-04-25","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5465/","0"
"347","ハッピー☆彡","EPCE-5469","2007-05-02","シングル","月島きらり starring 久住小春(モーニング娘。)","http://www.up-front-works.jp/release/detail/EPCE-5469/","0"
"348","Too far away 〜女のこころ〜","HKCN-50050","2007-05-09","シングル","安倍なつみ","http://www.up-front-works.jp/release/detail/HKCN-50050/","0"
"349","ここにいるぜぇ!","EPCE-5474","2007-05-16","シングル","アテナ","http://www.up-front-works.jp/release/detail/EPCE-5474/","0"
"350","オヤジの心に灯った小さな火〜デュエットバージョン〜","EPCE-5475","2007-05-23","シングル","里田まい with 藤岡藤巻","http://www.up-front-works.jp/release/detail/EPCE-5475/","0"
"351","1st GAM〜甘い誘惑〜","HKCN-50053","2007-05-23","オリジナルアルバム","GAM","http://www.up-front-works.jp/release/detail/HKCN-50053/","0"
"352","恋する♡エンジェル♡ハート","PKCP-5085","2007-05-23","シングル","美勇伝","http://www.up-front-works.jp/release/detail/PKCP-5085/","0"
"353","夏のトロピカル娘。","GFCG-11105","2007-06-13","インディーズシングル","THE ポッシボー featuring 秋山ゆりか・橋本愛奈","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=379#01","0"
"354","金魚すくいと花火大会","GFCG-11106","2007-06-13","インディーズシングル","THE ポッシボー featuring 岡田ロビン翔子・後藤夕貴","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=380#01","0"
"355","Songs & Monologues…季節の物語 〜聞きたいこと〜","UPFC-003","2007-06-19","インディーズシングル","中澤裕子","https://www.discogs.com/ja/release/10074836-%E4%B8%AD%E6%BE%A4%E8%A3%95%E5%AD%90-Song-Monologues-%E5%AD%A3%E7%AF%80%E3%81%AE%E7%89%A9%E8%AA%9E%E8%81%9E%E3%81%8D%E3%81%9F%E3%81%84%E3%81%93%E3%81%A8","0"
"356","告白の噴水広場","PKCP-5088","2007-06-27","シングル","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5088/","0"
"357","めぐる恋の季節","EPCE-5480","2007-07-11","シングル","℃-ute","http://www.up-front-works.jp/release/detail/EPCE-5480/","0"
"358","女に幸あれ","EPCE-5483","2007-07-25","シングル","モーニング娘。","http://www.up-front-works.jp/release/detail/EPCE-5483/","0"
"359","はなをぷーん / ふたりはNS","EPCE-5487","2007-08-01","シングル","きら☆ぴか","http://www.up-front-works.jp/release/detail/EPCE-5487/","0"
"360","風のうわさ","GFCG-11107","2007-08-01","インディーズシングル","THE ポッシボー","https://www.tsunku.net/producework.php?Music_ArtistID=17&@DB_ID@=385#01","0"
"361","4th 愛のなんちゃら指数","PKCP-5091","2007-08-01","オリジナルアルバム","Berryz工房","http://www.up-front-works.jp/release/detail/PKCP-5091/","0"
"362","愛しき悪友(とも)へ","EPCE-5489","2007-08-08","シングル","モーニング娘。誕生10年記念隊","http://www.up-front-works.jp/release/detail/EPCE-5489/","0"
"363","笑顔","EPCE-5495","2007-08-29","シングル","松浦亜弥","http://www.up-front-works.jp/release/detail/EPCE-5495/","0"
